source,target,score,source_url,target_url
"“I don’t know,” I answered, troubled.",ངས་ཧ་ཅང་ཡིད་མ་རངས་པའི་སྒོ་ནས། “ཅི་ཡིན་ངས་མི་ཤེས་”ཞེས་ལན་བཏབ།,0.911688,NA,https://latse.org/108-translations/#Night
I had never asked myself that question. I cried because . . . because something inside me felt the need to cry. That was all I knew.,དྲི་བ་དེ་ངའི་སེམས་ལ་གཏན་ནས་ཤར་མ་མྱོང་། ང་ངུ་བའི་རྒྱུ་མཚན་ནི་ངའི་སེམས་གཏིང་ན་ཅི་ཞིག་ལ་མིག་ཆུའི་དགོས་མཁོ་ཞིག་ཡོད་པ་འདྲ། ངས་ཤེས་པ་ནི་དེ་ཙམ་ཡིན།,0.583358,NA,https://latse.org/108-translations/#Night
“Why do you pray?” he asked after a moment.,ཡུད་ཙམ་ནས་ཁོང་གིས་ང་ལ། “ཁྱོད་ཀྱིས་ཅིའི་ཕྱིར་སྨོན་ལམ་འདེབས་པ་ཡིན།” ཞེས་དྲིས།,1.25238,NA,https://latse.org/108-translations/#Night
Why did I pray? Strange question. Why did I live? Why did I breathe?,ངས་ཅིའི་ཕྱིར་སྨོན་ལམ་འདེབས་པ་ཡིན། ཡ་མཚར་གྱི་དྲི་བ་ཞིག ང་ཅིའི་ཕྱིར་འཚོ་བ་ཡིན། ངས་ཅིའི་ཕྱིར་དབུགས་འབྱིན་རྔུབ་བྱེད་པ་ཡིན།,0.757331,NA,https://latse.org/108-translations/#Night
"“I don’t know,” I told him, even more troubled and ill at ease. “I don’t know.”",ངས། “ཅིའི་ཕྱིར་ཡིན་པ་ངས་མི་ཤེས།” ཞེས་ལན་བཏབ། སྔར་ལས་ཀྱང་ཡིད་མི་རངས་པ་དང་བག་མི་བདེ་བའི་ངང་ནས། “ཅིའི་ཕྱིར་ཡིན་པ་ངས་མི་ཤེས།”,0.972573,NA,https://latse.org/108-translations/#Night
"From that day on, I saw him often. He explained to me, with great emphasis, that every question possessed a power that was lost in the answer .. .",ཉིན་དེའི་རྗེས་ནས་ངས་ཁོང་རྒྱུན་དུ་མཐོང་། ཁོང་གིས་ཐག་ཆོད་པོའི་སྒོ་ནས་ང་ལ་དྲི་ལན་གྱི་ནང་དུ་མེད་པའི་སྟོབས་ཤུགས་ཤིག་དྲི་བ་རེ་རེའི་ནང་དུ་ཡོད་པའི་གསལ་འགྲེལ་བྱས།,0.468908,NA,https://latse.org/108-translations/#Night
"Man comes closer to God through the questions he asks Him, he liked to say. Therein lies true dialogue. Man asks and God replies. But we don’t understand His replies. We cannot understand them. Because they dwell in the depths of our souls and remain there until we die. The real answers, Eliezer, you will find only within yourself.",“གང་ཟག་གིས་རང་ཉིད་དཀོན་མཆོག་གི་གནས་སུ་འཕགས་པར་བྱེད་པ་ནི་ཁོས་ཁོང་ལ་བཀའ་འདྲི་ཞུས་པས་ཡིན།”ཞེས་ཁོང་བསྐྱར་ཟློས་བྱེད་པར་དགའ། “གང་ཟག་གིས་བཀའ་འདྲི་ཞུ་བ་དང་དཀོན་མཆོག་གིས་བཀའ་ལན་གནང་བ་དེ་ནི་བདེན་པའི་བཀའ་མོལ་ཡིན། ཡིན་ན་ཡང་ང་ཚོས་ཁོང་གི་བཀའ་ལན་མི་རྟོགས། ང་ཚོས་དེ་དག་རྟོགས་མི་ཐུབ། རྒྱུ་མཚན་ནི་དེ་དག་བླ་སྲོག་གི་མཐིལ་ནས་ཡོང་བ་ཡིན་ལ་མ་ཤི་བར་དུ་དེ་རྣམས་གནས། ཁྱོད་ཀྱིས་བདེན་པའི་བཀའ་ལན་རྙེད་པར་འགྱུར། ཁྱོད་ཀྱིས་རང་གི་སེམས་ཁོང་ཁོ་ན་ནས་རྙེད་པར་འགྱུར་” ཟེར།,0.982579,NA,https://latse.org/108-translations/#Night
"“And why do you pray, Moishe?” I asked him.",ངས་ཁོང་ལ། “འོ་ན་ཁྱོད་ཀྱིས་ཅིའི་ཕྱིར་སྨོན་ལམ་འདེབས་པ་ཡིན། མོ་ཤི་ལགས།” ཞེས་དྲིས།,1.55,NA,https://latse.org/108-translations/#Night
“I pray to the God within me for the strength to ask Him the real questions.”,“ངས་ངའི་སེམས་ན་བཞུགས་པའི་དཀོན་མཆོག་ཁོང་གིས་ང་ལ་ཁོང་ལ་བཀའ་འདྲི་ཡང་དག་པ་ཞུ་བའི་ནུས་པ་གནང་རྒྱུར་སྨོན་ལམ་འདེབས་པ་ཡིན།”,0.483333,NA,https://latse.org/108-translations/#Night
"We spoke that way almost every evening, remaining in the synagogue long after all the faithful had gone, sitting in the semidarkness where only a few half-burnt candles provided a flickering light.",ངེད་གཉིས་ཀྱིས་ཕལ་ཆེར་དགོང་མོ་རེ་རེར་འདི་ལྟར་གླེང་མོལ་བྱས། ངེད་གཉིས་རྒྱུན་དུ་དད་ལྡན་པ་ཚང་མ་ཆོས་ཁང་དང་བྲལ་ཤུལ་གྱི་མུན་ཁྲོད་དུ་ལུས་ཤིང་དེར་སྦར་འཕྲོ་ཅན་གྱི་ལ་སྒྲོན་རེ་འགས་ནུས་པ་ཉམས་པའི་འོད་སྣང་རེ་སྤྲོ།,0.646607,NA,https://latse.org/108-translations/#Night
"One evening, I told him how unhappy I was not to be able to find in Sighet a master to teach me the Zohar, the Kabbalistic works, the secrets of Jewish mysticism. He smiled indulgently. After a long silence, he said, “There are a thousand and one gates allowing entry into the orchard of mystical truth. Every human being has his own gate. He must not err and wish to enter the orchard through a gate other than his own. That would present a danger not only for the one entering but also for those who are already inside.”",དགོང་མོ་ཞིག་ལ་ངས་ཁོང་ལ་སི་གྷེད་ན་ང་ལ་བཟོ་ཧར་ཞེས་པ་སྟེ། ཁ་བྷ་ལ་ཆོས་ཀྱི་གླེགས་བམ། དཀོན་མཆོག་གི་གསང་བའི་ཡོན་ཏན་གྱི་དཀའ་གནད་དེ་འཁྲིད་མཁན་ཞིག་མེད་པ་དེས་ང་ཇི་འདྲ་མི་སྐྱིད་ཚུལ་བཤད། ཁོང་གིས་བག་དྲོ་བའི་འཛུམ་ཞིག་དམུལ། ཡུན་རིང་ཞིག་ལ་ཁུ་སིམ་མེར་བསྡད་རྗེས་ཁོང་ན་རེ།,0.288896,NA,https://latse.org/108-translations/#Night
"And Moishe the Beadle, the poorest of the poor of Sighet, spoke to me for hours on end about the Kabbalah’s revelations and its mysteries. Thus began my initiation. Together we would read, over and over again, the same page of the Zohar. Not to learn it by heart but to discover within the very essence of divinity.",“གསང་བའི་བདེན་པའི་ཤིང་ཏོག་གི་སྐྱེད་ཚལ་དུ་བརྟོལ་བའི་རྒྱ་སྒོ་ཆིག་སྟོང་དང་གཅིག་ཡོད། མི་རེ་རེར་རང་གི་རྒྱ་སྒོ་ཡོད། ང་ཚོ་གཏན་ནས་ནོར་མི་ཉན་པ་ཞིག་ནི་ཤིང་ཏོག་གི་སྐྱེད་ཚལ་དུ་རང་རང་གི་རྒྱ་སྒོ་མ་གཏོགས་གཞན་གྱི་རྒྱ་སྒོ་ནས་མི་འགྲོ་བ་དེ་ཡིན། གལ་ཏེ་ནོར་བ་ཡིན་ན་ནང་དུ་འཛུལ་མཁན་ཙམ་དུ་མ་ཟད། ནང་དུ་འབྱོར་ཟིན་པ་རྣམས་ལའང་ཉེན་ཁ་ཡོད།” སི་གྷེད་ཀྱི་དབུལ་བོ་རྐང་རྗེན་པ་དཀོར་གཉེར་མོ་ཤི་ཡིས་ང་ལ་དུས་ཡུན་རིང་བོར་ཁ་བྷ་ལ་ཡི་བཀྲོལ་བའི་གསང་བ་དང་མ་བཀྲོལ་བའི་གསང་བ་གསུངས། འདི་ནི་ངས་ཁོང་དང་མཉམ་དུ་ངའི་བཤུལ་ལམ་གྱི་འགོ་བཟུང་བ་ཡིན། ང་ཚོས་མཉམ་དུ་བཟོ་ཧར་ལས་ཤོག་ལྷེ་གཅིག་ཐེངས་བཅུ་ལྷག་ལ་ཀློག་དགོས་པར་འགྱུར། བློར་མ་བཟུང་ན་ཡང་དེའི་ནང་གི་ལྷ་དགོངས་ཀྱི་སྙིང་པོ་ཁོལ་དུ་ཕྱུང་།,0.620648,NA,https://latse.org/108-translations/#Night
"And in the course of those evenings I became convinced that Moishe the Beadle would help me enter eternity, into that time when question and answer would become ONE.",དགོང་མོ་དེ་དག་ལ་ངའི་སེམས་སུ་དཀོར་གཉེར་མོ་ཤི་ཡིས་ང་ཁོང་དང་མཉམ་དུ་ཐེར་ཟུག་སྟེ། དྲི་བ་དང་དྲིས་ལན་གཞི་གཅིག་ཏུ་གྲུབ་པའི་དུས་དེར་འདྲེན་པ་ལ་ཡིད་ཆེས་བརྟན་པོ་ཞིག་ཚུགས།,0.714402,NA,https://latse.org/108-translations/#Night
"And then, one day all foreign Jews were expelled from Sighet. And Moishe the Beadle was a foreigner.",དེ་ནས་ཉིན་ཞིག ཁོ་ཚོས་སི་གྷེད་ན་ཡོད་པའི་ཕྱི་རྒྱལ་ཇིའུ་པ་རྣམས་ཕྱིར་ཕུད། དཀོར་གཉེར་མོ་ཤི་ནི་ཕྱི་རྒྱལ་བ་ཞིག་ཡིན།,0.756169,NA,https://latse.org/108-translations/#Night
"Crammed into cattle cars by the Hungarian police, they cried silently. Standing on the station platform, we too were crying. The train disappeared over the horizon; all that was left was thick, dirty smoke.",ཧང་གྷ་རི་བའི་ཉེན་རྟོག་པས་ཁོ་ཚོ་དུད་འགྲོ་དབོར་འདྲེན་གྱི་མེ་འཁོར་ནང་བརྫངས། ཁོ་ཚོ་སྐྱོ་ནས་ངུས། ང་ཚོ་ཡང་མེ་འཁོར་སྒུག་སྟེགས་སུ་ངུས། མེ་འཁོར་དེ་མིག་གིས་མཐོང་ཐུབ་སའི་མཐའ་ཞིག་ནས་ཡལ་ཞིང་། དེའི་རྗེས་སུ་སྟུག་ཅིང་དྲི་ངན་པའི་དུ་བ་མ་གཏོགས་ཅི་ཡང་མཐོང་རྒྱུ་མེད་པར་གྱུར།,1.00542,NA,https://latse.org/108-translations/#Night
"Behind me, someone said, sighing, “What do you expect? That’s war ...”",ངས་ངའི་རྒྱབ་ཀྱི་ཇིའུ་པ་ཞིག་གིས་དངན་པ་རིང་བོ་ཞིག་འཐེན་པ་ཐོས།,0.7,NA,https://latse.org/108-translations/#Night
"The deportees were quickly forgotten. A few days after they left, it was rumored that they were in Galicia, working, and even that they were content with their fate.",ཁོ་ན་རེ། “ང་ཚོས་ཅི་ཞིག་རེའམ། འདི་ནི་དམག་འཁྲུག་རེད་… … .” ཅང་མ་འགོར་བར་ཕྱིར་འབུད་བྱས་པ་དག་བརྗེད་སོང་། ཁོ་ཚོ་སོང་བའི་ཉིན་ཁ་ཤས་རྗེས་མི་ཚོས་ཁོ་ཚོ་གྷ་ལི་སི་ཡ་ལ་བསླེབས་ཏེ་ལས་ཀ་ལས་པ་དང་། ཐ་ན་ཁོ་ཚོའི་འདོད་པ་ཚིམ་འདུག་ཅེས་གླེང་།,1.0236,NA,https://latse.org/108-translations/#Night
"Days went by. Then weeks and months. Life was normal again. A calm, reassuring wind blew through our homes. The shopkeepers were doing good business, the students lived among their books, and the children played in the streets.",ཉིན་ཁ་ཤས་དང་། གཟའ་འཁོར་ཁ་ཤས། ཟླ་བ་ཁ་ཤས་བཅས་འདས། མི་ཚེ་སླར་ཡང་རྒྱུན་ལྡན་དུ་གྱུར། བག་ཕེབས་ཤིང་གདེང་ཚོད་ལྡན་པའི་རླུང་བུ་ཞིག་ང་ཚོའི་ཁྱིམ་དུ་རྒྱུ། ཚོང་པ་ཚོས་ཚོང་ལེགས་པོ་རྒྱག་ཅིང་སློབ་མ་ཚོས་སེམས་རྩེ་གཅིག་གིས་སློབ་སྦྱོང་བྱེད་པ་དང་། བྱིས་པ་ཚོས་ཁྲོམ་ལམ་ན་རྩེད་མོ་རྩེ།,0.903175,NA,https://latse.org/108-translations/#Night
"One day, as I was about to enter the synagogue, I saw Moishe the Beadle sitting on a bench near the entrance.",ཉིན་ཞིག་ང་ཆོས་ཁང་དུ་འགྲོ་སྐབས། སྒོ་འགྲམ་གྱི་རྐུབ་སྟེགས་རིང་པོའི་སྟེང་དཀོར་གཉེར་མོ་ཤི་བསྡད་ཡོད་པ་མཐོང་།,1.03205,NA,https://latse.org/108-translations/#Night
"He told me what had happened to him and his companions. The train with the deportees had crossed the Hungarian border and, once in Polish territory, had been taken over by the Gestapo. The train had stopped. The Jews were ordered to get off and onto waiting trucks. The trucks headed toward a forest. There everybody was ordered to get out. They were forced to dig huge trenches. When they had finished their work, the men from the Gestapo began theirs. Without passion or haste, they shot their prisoners, who were forced to approach the trench one by one and offer their necks. Infants were tossed into the air and used as targets for the machine guns. This took place in the Galician forest, near Kolomay. How had he, Moishe the Beadle, been able to escape? By a miracle. He was wounded in the leg and left for dead ...",ཁོང་གིས་ཁོང་དང་ཁོང་གི་གྲོགས་པོ་ཚོའི་གཏམ་རྒྱུད་བཤད། ཕྱིར་ཕུད་མིས་ཁེངས་པའི་མེ་འཁོར་དེ་ཧང་གྷ་རིའི་རྒྱལ་མཚམས་བརྟོལ་རྗེས་ཕོ་ལནད་ཡི་མངའ་ཁོངས་སུ་བསླེབས་ཤིང་གྷེ་སི་ཋ་ཕོ་ཡིས་རྩིས་བླངས། དེར་མེ་འཁོར་འགྲོ་མཚམས་བཞག ཇིའུ་པ་ཚོ་དེ་ལས་ཕབ་སྟེ་དངོས་ཟོག་དབོར་འདྲེན་གྱི་རླངས་འཁོར་དུ་སྡོད་དགོས་བྱུང་། རླངས་འཁོར་དེ་ནགས་ཚལ་ཞིག་ཏུ་བསྐྱོད། ཇིའུ་པ་ཚོ་རླངས་འཁོར་ནས་བཙན་གྱིས་ཕབ། ཁོ་ཚོར་བཙན་གྱིས་དུར་དོང་ཆེན་པོ་ཞིག་རྐོ་བཅུག ཁོ་ཚོས་ལས་ཀ་དེ་ཚར་རྗེས་གྷེ་སི་ཋ་ཕོས་ཁོ་ཚོའི་ལས་འགོ་བཟུང་། ཚོར་བ་དྲག་པོ་དང་བྲེལ་འཚུབ་མེད་པར་ཁོ་ཚོའི་བཙོན་མ་དམར་གསོད་བྱས། བཙོན་པ་རེ་རེ་ས་དོང་ཁར་སྲོག་སྐྱེལ་དུ་རང་ཉིད་འགྲོ་དགོས། ཁྱེའུ་ཚོ་གནམ་ལ་འཕངས་ཏེ་སྦག་སྦག་མེ་མདའི་འབེན་དུ་བྱས། འདི་ནི་གྷ་ལི་སི་ཡའི་ནགས་ཚལ་ཞིག་ཏུ་བྱུང་བ་སྟེ། དེ་ཁོ་ལོ་མ་ཡེ་ལ་ཉེ། དཀོར་གཉེར་མོ་ཤི་ཇི་ལྟར་བྲོས་སམ། དེ་ནི་ཡིད་ཆེས་དཀའ་བ་ཞིག ཁོང་གི་རྐང་པ་རྨས་ཤིང་དེ་ནས་འཆི་རྒྱུར་བསྐྱུར་… … .,0.960369,NA,https://latse.org/108-translations/#Night
"Day after day, night after night, he went from one Jewish house to the next, telling his story and that of Malka, the young girl who lay dying for three days, and that of Tobie, the tailor who begged to die before his sons were killed.",ཉིན་མཚན་དུ་མར་ཁོ་ཇིའུ་པའི་ཁྱིམ་གཅིག་ནས་གཅིག་ཏུ་སོང་སྟེ། འཆི་བར་ཉིན་གསུམ་འགོར་བའི་བུ་མོ་མལ་ཁ་དང་། རང་གི་བུ་ཚོའི་སྔོན་དུ་རང་ཉིད་གསོད་པར་ཞུ་བ་འཐེན་པའི་འཚེམ་བུ་པ་ཋོ་བྷི་ཡ་སི་ཡི་གཏམ་རྒྱུད་བཤད།,0.844738,NA,https://latse.org/108-translations/#Night
"Moishe was not the same. The joy in his eyes was gone. He no longer sang. He no longer mentioned either God or Kabbalah. He spoke only of what he had seen. But people not only refused to believe his tales, they refused to listen. Some even insinuated that he only wanted their pity, that he was imagining things. Others flatly said that he had gone mad.",མོ་ཤི་འགྱུར་འདུག ཁོང་གི་མིག་ལས་སྤྲོ་མདངས་མི་མཐོང་། ཁོང་གིས་གཞས་ཀྱང་མི་གཏོང་། ཁོང་གིས་ང་ལ་ཅི་ཞིག་མཐོང་བ་དེ་ཙམ་ལས་གཞན་དཀོན་མཆོག་དང་ཁ་བྷ་ལའི་སྐོར་ཡང་མི་བཤད། མི་ཚོས་ཁོང་གི་གཏམ་རྒྱུད་ལ་ཡིད་ཆེས་རྒྱུ་ཕར་ཞོག་ཉན་ཡང་མི་ཉན།,0.284266,NA,https://latse.org/108-translations/#Night
"As for Moishe, he wept and pleaded:",མི་ཚོས་ཁོང་ལ། “ཁོས་ང་ཚོས་ཁོར་སྙིང་རྗེ་སྐྱེ་ཐབས་ཙམ་རེད། ཁོ་ལ་ཇི་འདྲའི་རྟོག་བཟོ་ཞིག་འདུག” ཅེས་དང་། “སྙིང་རྗེ། ཁོ་སྨྱོས་འདུག” ཅེས་བརྗོད། མོ་ཤི་ཡིས་ཅི་ཞིག་བྱེད་དམ། ཁོ་ངུས་སོང་།,0.81,NA,https://latse.org/108-translations/#Night
"“Jews, listen to me! That’s all I ask of you. No money. No pity. Just listen to me!” he kept shouting in synagogue, between the prayer at dusk and the evening prayer.",ཇིའུ་པ་ཚོས་ང་ལ་ཉན་རོགས། དེ་ནི་རེ་བ་ཉག་གཅིག་ཡིན། ང་ལ་དངུལ་ལམ་སྙིང་རྗེ་མི་དགོས། ང་ལ་ཉན་རོགས་ཁོ་ན་ཟེར་གི་ཡོད།”དགོང་ག་དང་མཚན་མོའི་སྨོན་ལམ་སྐབས་དག་ལ་ཁོང་ངུའོ།།,1.21263,NA,https://latse.org/108-translations/#Night
"Even I did not believe him. I often sat with him, after services, and listened to his tales, trying to understand his grief. But all I felt was pity.",ངའི་ངོས་ནས་ཁོང་ལ་ཡིད་མི་ཆེས། ང་རྒྱུན་དུ་མཚན་མོའི་གུས་མཆོད་ཚར་རྗེས་ཁོང་དང་མཉམ་བསྡད་དེ་ཁོང་གི་གཏམ་རྒྱུད་ལ་ཉན་ན་ཡང་ཁོང་གི་སྡུག་བསྔལ་དེ་དག་ཧ་ཅང་རྟོགས་དཀའ། ང་ཁོང་ལ་སྙིང་རྗེ་ཁོ་ན་སྐྱེས།,0.745628,NA,https://latse.org/108-translations/#Night
"“They think I’m mad,” he whispered, and tears, like drops of wax, flowed from his eyes.",ཁོང་གིས། “ཁོ་ཚོས་ང་སྨྱོན་པར་ལྟ་”ཞེས་ལྡབ་ལྡིབ་ངང་སྨྲ་ཞིང་ལ་སྒྲོན་ལས་ཚིལ་ཐིགས་འབབ་པ་བཞིན་ཁོང་གི་མིག་ལས་མཆི་མ་འཐོར།,0.803267,NA,https://latse.org/108-translations/#Night
