source,target,score,source_url,target_url
"Plus tard, je compris cette admiration et cet étonnement, car, m'étant mis aussi à examiner, je reconnus aisément que j'étais dans l'appartement d'une femme entretenue. Or, s'il y a une chose que les femmes du monde désirent voir, et il y avait là des femmes du monde, c'est l'intérieur de ces femmes, dont les équipages éclaboussent chaque jour le leur, qui ont, comme elles et à côté d'elles, leur loge à l'Opéra et aux Italiens, et qui étalent, à Paris, l'insolente opulence de leur beauté, de leurs bijoux et de leurs scandales.",ངས་ཁང་པའི་ནང་གི་ཅ་ལག་མཐོང་དུས་བུད་མེད་དེ་དག་ཡ་མཚན་དོན་དང་ཡིད་སྨོན་ཤོར་དོན་རྣམས་ཤེས་པར་མ་ཟད། ང་ནི་འཕྱོན་མ་ཞིག་གི་ཁང་པའི་ནང་དུ་བསླེབས་ཡོད་པའང་འཕྲལ་དུ་རྟོགས། སྤྱིར་མཐོ་རིམ་སྤྱི་ཚོགས་ཀྱི་བུད་མེད་ཚོས་མཐོང་འདོད་ཆེ་བ་དང་ཤེས་འདོད་ཆེ་བ། མཐོ་རིམ་སྤྱི་ཚོགས་ཀྱི་བུད་མེད་དག་གིས་གླེང་བར་དགའ་བ་ནི་ཉིན་ལྟར་རང་གི་ཤིང་རྟ་འཁོར་ལོ་དང་ཐྲིག་སྒྲ་འགྲན་ནས་འདུར་རྒྱུག་བྱེད་ཅིང་། ཁོ་ཚོ་དང་འདྲ་བར་ཟློས་གར་ཁང་དང་ཌེས་ཨི་ཋ་ལན་ལྷ་མོའི་ཁང་གི་སྒེར་བདག་ཁང་མིག་ཏུ་ལྟད་མོའི་རྩེད་འཇོ་ལ་རོལ་པའི་གྲལ་གནས་འཛིན་པ། མཛེས་སྡུག་གི་སྒེག་ཉམས་བསྟན་ནས་སྟོབས་འབྱོར་ངོམ་པའི་པ་རི་སི་གྲོང་ཁྱེར་གྱི་བུད་མེད་དེ་དག་གི་སྒེར་གྱི་འཚོ་བ་དང་དེ་དག་གི་རྒྱན་གོས། བུད་མེད་དེ་དག་ལས་འཕྲོས་པའི་དཀྲོག་གཏམ་གྱི་ལབ་གླེང་རྣམས་ཡིན།,0.754072,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
"Celle chez qui je me trouvais était morte: les femmes les plus vertueuses pouvaient donc pénétrer jusque dans sa chambre. La mort avait purifié l'air de ce cloaque splendide, et d'ailleurs elles avaient pour excuse, s'il en était besoin, qu'elles venaient à une vente sans savoir chez qui elles venaient. Elles avaient lu des affiches, elles voulaient visiter ce que ces affiches promettaient et faire leur choix à l'avance; rien de plus simple; ce qui ne les empêchait pas de chercher, au milieu de toutes ces merveilles, les traces de cette vie de courtisane dont on leur avait fait, sans doute, de si étranges récits.",ང་ཡོད་སའི་ཁང་མིག་དེའི་ཁྱིམ་བདག་མ་གྲོངས་ཟིན་པས་ཧ་ཅང་ཚངས་པར་སྤྱོད་པའི་བུད་མེད་དག་ཀྱང་འདས་མོ་དེའི་མལ་ཁང་དུ་འཛུལ་ཕོད། འཆི་བ་ཡིས་འདས་མོ་དེའི་གཞང་འཚོང་གི་སྤྱོད་པ་ལས་བྱུང་བའི་ཉེས་སྐྱོན་ཐམས་ཅད་དག ད་དུང་བུད་མེད་དེ་ཚོ་དོགས་མི་བདེ་ན་ཁོ་ཚོ་ཅ་ལག་བཙོང་གི་ཡོད་པ་དེའི་བདག་པོ་སུ་ཡིན་མ་ཤེས་པར་ཡོང་བ་ཡིན། ཁོ་ཚོ་ཁྱབ་བསྒྲགས་ནང་དུ་བཀོད་པའི་ཅ་ལག་དེ་ཚོར་སྔོན་ལ་བལྟས་ནས་འདེམས་སྒྲུག་བྱེད་དུ་ཡོང་བ་ཡིན་ཞེས་ཁག་དཀྲི་བྱས་ཆོག ཡིན་ནའང་བུད་མེད་དེ་དག་མིང་ངན་ལ་མི་སྐྲག ཁོ་ཚོས་ངོ་མཚར་ཆེ་བའི་ཅ་ལག་དེ་དག་གི་ཁྲོད་དུ་འཕྱོན་མ་དེའི་མི་ཚེའི་ཤུལ་རྗེས་རྣམས་འཚོལ་ཐབས་བྱ་རྒྱུ་ཡང་མི་ཁོགས། བུད་མེད་དེ་དག་གིས་འཕྱོན་མ་དེའི་ངན་གྲགས་རྣམས་ཐོས་ཡོད་པ་ནི་གོར་མ་ཆག,0.747776,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
"Malheureusement les mystères étaient morts avec la déesse, et, malgré toute leur bonne volonté, ces dames ne surprirent que ce qui était à vendre depuis le décès, et rien de ce qui se vendait du vivant de la locataire.",ཧ་ཅང་ཕངས་པ་ཞིག་ལ་འཕྱོན་མ་དེའི་ལྐོག་གྱུར་གྱི་གསང་བ་རྣམས་འཆི་བདག་གིས་འཁྱེར། དེར་བརྟེན་བུད་མེད་དེ་དག་གིས་ཅི་ཙམ་བཙལ་ཀྱང་འཕྱོན་མ་དེ་ཤི་བའི་རྗེས་སུ་བཀྲམ་ཡོད་པའི་ཅ་ལག་གི་ཁྲོད་དུ་ཁོ་མོ་འཚོ་གནས་སྐབས་སུ་ཅི་ཞིག་བཙོངས་ཡོད་པ་གཏན་ནས་མི་རྙེད།,0.422099,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
"Du reste, il y avait de quoi faire des emplettes. Le mobilier était superbe. Meubles de bois de rose et de Boule, vases de Sèvres et de Chine, statuettes de Saxe, satin, velours et dentelle, rien n'y manquait.",ད་ལྟ་ཅི་ཞིག་ལྷག་ཡོད་པ་དེ་དག་ལ་མི་ཚོ་བརྣབ་སེམས་སྐྱེ། ཁང་པའི་ནང་གི་ཅ་ལག་དང་འཛིན་ཆས་རྣམས་ཧ་ལས་པའི་སྤུས་དག་དང་རྩ་ཆེན་ཡིན་པ་སྟེ། དཔེར་ན་སེ་ཤིང་གི་ནང་ཆས་དང་པ་ཏྲའི་བརྐོས་རིས། དཀར་ཡོལ་གྱི་བུམ་པ་དང་དཀར་སྡེར། དཀར་ཡོལ་གྱི་སྐུ་བརྙན། དར་གོས་དང་སྤུ་མ། དར་གོས་ལྷས་མའི་ཤམ་བུ་སོགས་མ་ཚང་བ་གཅིག་ཀྱང་མེད།,0.58578,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
"Je me promenai dans l'appartement et je suivis les nobles curieuses qui m'y avaient précédé. Elles entrèrent dans une chambre tendue d'étoffe perse, et j'allais y entrer aussi, quand elles en sortirent presque aussitôt en souriant et comme si elles eussent eu honte de cette nouvelle curiosité. Je n'en désirai que plus vivement pénétrer dans cette chambre. C'était le cabinet de toilette, revêtu de ses plus minutieux détails, dans lesquels paraissait s'être développée au plus haut point la prodigalité de la morte.",ང་ནི་མི་ཆེན་སྐུ་དྲག་གི་ལྕམ་སྐུ་རྣམས་མདུན་གྱི་ཁང་མིག་ནང་དུ་ཡ་མཚན་གྱི་གནས་སུ་ལྷུང་སྟེ་ཧད་ནས་བལྟས་ཡོད་པའི་རྗེས་སུ་འབྲངས་ནས་སོང་། ཁོ་ཚོ་ཁང་མིག་ཅིག་གི་ནང་དུ་འཛུལ་པ་དེའི་རྩིག་གྱང་ཐམས་ཅད་ཏ་ཟིག་གི་ཁ་གདན་གྱིས་བརྒྱན། ང་ཡང་ཁང་མིག་དེའི་ནང་དུ་འཛུལ་གྲབས་བྱས་དུས་བུད་མེད་དེ་ཚོ་ངོ་ཚ་བ་ལྟར་འཕྲལ་དུ་གདོང་ལ་འཛུམ་ཕྱུང་ནས་ཁང་མིག་དེ་ནས་ཕྱི་ལ་བྲོས།,0.0248757,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
"Sur une grande table, adossée au mur, table de trois pieds de large sur six de long, brillaient tous les trésors d'Aucoc et d'Odiot. C'était là une magnifique collection, et pas un de ces mille objets, si nécessaires à la toilette d'une femme comme celle chez qui nous étions, n'était en autre métal qu'or ou argent. Cependant cette collection n'avait pu se faire que peu à peu, et ce n'était pas le même amour qui l'avait complétée.",ཁོ་ཚོ་བྲོས་པ་དེས་ང་ལ་ཁང་མིག་དེའི་ནང་དུ་ཅི་ཞིག་ཡོད་མེད་བལྟ་འདོད་ཀྱི་འདུན་པ་དྲག་ཏུ་འཕེལ། ཁང་མིག་དེ་མཆོར་གོས་སྤྲས་ས་དང་རྣམ་པ་སྟོན་ས་ཡིན་པས་ཅོག་ཙེ་ཐོག་ཏུ་སྐག་ཚོན་དང་ལུས་གཏོར་དྲི་ཆུ། ཤ ་གསོས་སོགས་མཁོ་ཆས་སྣ་ཚོགས་ཤིག་བཀྲམ། འདས་མོ་དེས་ཁང་མིག་འདིའི་ནང་དུ་མཛེས་ཉམས་ཡོངས་སུ་བསྟན་ཡོད་ཤས་ཆེ། ཁང་མིག་དེའི་གྱང་རྩར་ཅོག་ཙེ་རིང་ཚད་ཁྲུ་དྲུག་དང་ཞེང་ལ་ཁྲུ་གསུམ་ཅན་ཞིག་ཡོད་པ་དེའི་སྟེང་དུ་ཨོ་ཁོག་དང་ཨོ་ཌིའོ་ལྟ་བུའི་གསེར་མགར་དང་རྒྱན་བཟོ་བ་སྐད་གྲགས་ཅན་ཚོས་བཟོས་པའི་གསེར་གྱི་སྐྲ་འཛེར་དང་སྐྲ་ཤད། རྒྱན་ཆ་དང་གསེར་དངུལ་གྱི་སྣོད་སྡེར། བུམ་པ་སོགས་འོད་འཚེར་འཚེར་དུ་བཀྲམ། རྒྱན་ཆ་དང་སྣོད་སྡེར་དེ་དག་ཁང་པ་དེའི་ནང་གི་མཛེས་མ་འདས་མོ་དེ་འདྲ་ཞིག་གི་མཛེས་སྡུག་དང་མཉམ་པའི་ཁྱད་ནོར་རྣམས་ལེགས་བཏུས་བྱས་པ་ཞིག་ལས་སྲང་ལམ་དུ་ཡོ་ཆས་ཁྲི་སྟོང་མང་པོ་བཙོང་རྒྱུ་ཡོད་པ་དེ་འདྲ་ཞིག་མིན། ཁང་པ་འདིའི་ནང་གི་ཅ་ལག་ཐམས་ཅད་གསེར་དང་དངུལ་མིན་པ་གཅིག་ཀྱང་མེད། ཡིན་ནའང་ཁྱད་ནོར་དེ་དག་དུས་ཚིགས་གཅིག་ལ་ལེགས་བཏུས་བྱ་མི་ཐུབ་པ་ཧ་ཅང་གསལ། རྒྱན་ཆ་དང་སྣོད་སྡེར་དེ་དག་རིམ་གསོག་བྱས་ནས་འཕྱོན་མ་དེར་ཅ་ལག་རེ་སྟེར་འགོ་ཚུགས་པའི་དགའ་རོགས་ནི་ཅ་ལག་དེ་དག་ཡོངས་སུ་ཚང་དུ་བཅུག་པའི་མཐའ་མཇུག་གི་དགའ་རོགས་དེ་མིན།,0.494604,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
"Moi qui ne m'effarouchais pas à la vue du cabinet de toilette d'une femme entretenue, je m'amusais à en examiner les détails, quels qu'ils fussent, et je m'aperçus que tous ces ustensiles magnifiquement ciselés portaient des initiales variées et des couronnes différentes.",ང་ནི་འཕྱོན་མ་ཞིག་གི་རྒྱན་གོས་འཇོག་སའི་ཅོག་ཙེ་དོན་སྙིང་མེད་པ་ཞིག་ལ་ཧ་ལས་པའི་མི་ཞིག་མིན། དེར་བརྟེན་ང་ཁང་མིག་དེའི་ནང་དུ་འཛུལ་ནས་ཅ་ལག་ཉོག་ཟིང་ཅན་དེ་དག་ལ་ཞིབ་ཏུ་བལྟས།,0.0704741,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
"Je regardais toutes ces choses dont chacune me représentait une prostitution de la pauvre fille, et je me disais que Dieu avait été clément pour elle, puisqu'il n'avait pas permis qu'elle en arrivât au châtiment ordinaire, et qu'il l'avait laissée mourir dans son luxe et sa beauté, avant la vieillesse, cette première mort des courtisanes.",ངོ་མཚར་ཆེ་བའི་སྣོད་སྡེར་དེ་དག་གི་སྟེང་དུ་ལས་རྟགས་དང་ཚོང་རྟགས་འདྲ་མིན་བརྐོས། ངས་ཅ་ལག་དེ་དག་ལ་བརྟགས་ན་ཅ་ལག་ཡོད་དོ་ཅོག་སྙིང་རྗེའི་ཡུལ་དུ་གྱུར་པའི་འདས་མོ་དེས་སྐྱེས་པ་མ་འདྲ་བ་རེར་གཞང་བཙོངས་ནས་ཐོབ་པའི་རྟགས་སུ་མངོན། ངའི་སེམས་ལ་ཁོ་མོར་དཀོན་མཆོག་གི་ཐུགས་རྗེས་དགོངས་པ་འདྲ། ཅིའི་ཕྱིར་ཞེ་ན་བུད་མེད་འདིའི་རིགས་ཀྱིས་རྒྱུན་དུ་མྱངས་འོས་པ་དེ་འདྲ་ཞིག་འཕྱོན་མ་འདིར་མྱོང་དུ་མ་བཅུག་པར་མཛེས་སྡུག་མ་ཡལ་གོང་དུ་རྒྱས་སྤྲོས་ཀྱི་ལོངས་སྤྱོད་ནང་དུ་འཆི་རུ་བཅུག་འདུག་སྙམ། ལོ་ན་རྒས་ཏེ་རྣམ་པ་ཡལ་བ་ནི་འཕྱོན་མ་དག་ལ་འཆི་རིམ་དང་པོ་དེ་ཡིན།,0.688007,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
"En effet, quoi de plus triste à voir que la vieillesse du vice, surtout chez la femme? Elle ne renferme aucune dignité et n'inspire aucun intérêt. Ce repentir éternel, non pas de la mauvaise route suivie, mais des calculs mal faits et de l'argent mal employé, est une des plus attristantes choses que l'on puisse entendre. J'ai connu une ancienne femme galante à qui il ne restait plus de son passé qu'une fille presque aussi belle que, au dire de ses contemporains, avait été sa mère. Cette pauvre enfant à qui sa mère n'avait jamais dit: tu es ma fille, que pour lui ordonner de nourrir sa vieillesse comme elle-même avait nourri son enfance, cette pauvre créature se nommait Louise, et, obéissant à sa mère, elle se livrait sans volonté, sans passion, sans plaisir, comme elle eût fait un métier si l'on eût songé à lui en apprendre un.",བུད་མེད་ཅིག་ལ་མཚོན་ན་འཕྱོན་མ་རྒས་པའི་སྡུག་བསྔལ་ལས་ལྷག་པའི་སྐྱོ་སྣང་ཆེ་བ་ཅི་ཞིག་ཡོད་དམ། མོ་ལ་ཆེ་མཐོང་མེད་ཅིང་གཞན་ལ་ཆགས་སྲེད་སློང་མི་ནུས། ནང་སེམས་ཀྱི་འགྱོད་གདུང་སྟེ།,0.251669,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
"La vue continuelle de la débauche, une débauche précoce, alimentée par l'état continuellement maladif de cette fille, avait éteint en elle l'intelligence du mal et du bien que Dieu lui avait donnée peut-être, mais qu'il n'était venu à l'idée de personne de développer.",རང་ཉིད་གོལ་ལམ་དུ་ཞུགས་པ་ལས་མ་ཡིན་པར་འཆར་གཞི་གཏོང་ཉེས་དང་དངུལ་སྒོར་བག་མེད་དུ་བཏང་བའི་རྐྱེན་ལས་བྱུང་བ་དེའི་རིགས་ནི་མི་ཞིག་གོ་བར་འགྱུར་བའི་གྲས་ནས་སྐྱོ་ཤོས་ཀྱི་རིགས་དེ་རེད། ངས་རྒན་མོ་མཛེས་སྡུག་གི་ཤུལ་རྗེས་ཙམ་ཡང་མེད་པའི་འཕྱོན་མ་ཞིག་ངོ་ཤེས། ཁོ་མོར་བུ་མོ་མཛེས་མ་ཞིག་ཡོད་པ་དེའམ། ཡང་ན་བུ་མོ་དེའི་ལོ་མཉམ་གྱི་མཛེས་མ་དག་གི་རྣམ་པར་བལྟས་ན་སྔོན་ཆད་ཨ་མ་འདི་མཛེས་མ་ཞིག་ཡིན་པའི་རྟགས་མཚན་མངོན། བུ་མོ་ལས་ངན་མ་དེར་ཨ་མས་ངས་ཁྱོད་ཆུང་དུས་གསོས་པ་ཡིན། ང་ལོ་ན་རྒས་དུས་ཁྱོད་ཀྱིས་ང་གསོ་དགོས་ཞེས་བསྡིགས། ཨ་མས་རང་གི་གཅེས་ཕྲུག་དེར་“ཁྱོད་ངའི་བུ་མོ་ཡིན།” ཞེས་སྐད་ཆ་ཚིག་དྲོན་པོ་ཞིག་མི་བཤད། བུ་མོ་ལས་ངན་མ་དེའི་མིང་ལ་ལུ་ཡི་སི་ཟེར། གལ་སྲིད་ཁོ་མོར་སྤྱིར་བཏང་གི་འཚོ་རྟེན་ལས་རིགས་ཤིག་བསླབས་ཡོད་ཚེ། ཁོ་མོས་ལས་རིགས་དེ་ཉིད་གཉེར་བཞིན་འདུན་པ་དང་སྤྲོ་སྣང་མེད་པར་ཨ་མའི་བཀའ་ལྟར་སྲི་ཞུ་བསྒྲུབས། ཁོ་མོས་རྒྱུན་མཐུད་དེ་ཉེས་སྤྱོད་སྤེལ། བུ་མོ་དེ་རྟག་ཏུ་ནད་ཀྱིས་ཟིན་ནས་འཕྲལ་དུ་རྒས་ཉམས་ཤིག་ཐོན། ཁོ་མོའི་རྒྱུད་ལ་དཀོན་མཆོག་གིས་ལེགས་ཉེས་འབྱེད་པའི་རྣམ་དཔྱོད་ཀྱི་ས་བོན་ཞིག་བཏབ་ཡོད་སྲིད་པ་འབུས་མེད་པར་མ་ཟད། སྐྱེ་བོ་སུ་ཞིག་གིས་ཀྱང་ལེགས་ཉེས་འབྱེད་པའི་རྣམ་དཔྱོད་ཀྱི་ས་བོན་དེ་སྐྱེ་རུ་འཇུག་པའི་ཐབས་སུ་མ་འབད།,0.577479,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
"Je me rappellerai toujours cette jeune fille, qui passait sur les boulevards presque tous les jours à la même heure. Sa mère l'accompagnait sans cesse, aussi assidûment qu'une vraie mère eût accompagné sa vraie fille. J'étais bien jeune alors, et prêt à accepter pour moi la facile morale de mon siècle. Je me souviens cependant que la vue de cette surveillance scandaleuse m'inspirait le mépris et le dégoût.",ངས་གཞོན་ནུ་མ་དེ་ཧ་ལམ་ཉིན་ལྟར་དུས་ཚོད་གཅིག་ལ་སྲང་ལམ་ཁག་མྱུལ་པ་རྟག་ཏུ་དྲན། ཨ་མ་ངོ་མ་ཚོས་གཉུག་བསྲིངས་ནས་རང་གི་བུ་མོའི་མཉམ་དུ་འགྲོ་བ་ལྟར་བུ་མོ་དེའི་ཨ་མས་ཀྱང་རྟག་ཏུ་མོ་ལ་འགྲོ་རོགས་བྱེད། དེ་དུས་ང་ལོ་ན་ཧ་ཅང་ཆུང་ཡང་དུས་སྐབས་དེའི་ཀུན་སྤྱོད་ཀྱི་ལྟ་བ་ངས་ལས་སླ་པོར་ཁས་བླངས། ངས་ངན་གྲགས་ཀྱི་ལབ་གླེང་ཅན་གྱི་བུ་མོ་དེ་མཐོང་དུས་ཁོ་མོར་ཁྱད་གསོད་དང་ཞེན་པ་ལོག་པ་རྣམས་དྲན།,0.68774,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
