source,target,score,source_url,target_url
"—Oui, reprit Armand, en laissant retomber sa tête sur le dos de son fauteuil, oui, c'était par une soirée comme celle-ci! J'avais passé ma journée à la campagne avec un de mes amis, Gaston R... Le soir, nous étions revenus à Paris, et, ne sachant que faire, nous étions entrés au théâtre des Variétés.",ཨར་མོནད་ཀྱིས་“རེད།” ཅེས་མགོ་བོ་རྐུབ་བཀྱག་ལ་བསྙེས་ནས་མུ་མཐུད་དུ་འདི་ལྟར་བརྗོད། “རེད།”དུས་དེ་དོ་དགོང་འདྲ་བའི་ཕྱི་དྲོ་ཞིག་ཡིན། ང་ཉིན་དེར་གྲོང་གསེབ་ལ་སོང་ནས་གྲོགས་པོ་གྷ་སི་ཋོན་ཨར་གྱི་མཉམ་དུ་དུས་ཚོད་བསྐྱལ། ཕྱི་དྲོ་ང་ཚོ་པ་རི་སི་ལ་ཕྱིར་ལོག་བྱས་ནས་ཅི་ཞིག་བྱ་དགོས་པ་མ་ཤེས་པར་ཧྥ་རི་ཨེ་ཋེ་ཟློས་གར་ཁང་དུ་ལྟད་མོར་སོང་།,0.256707,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
"—Je crains l'hiver, je crains surtout notre retour à Paris.",“ང་དགུན་ཁར་སྐྲག ང་དེ་བས་ཀྱང་པ་རི་སི་ལ་ཕྱིར་ལོག་བྱ་རྒྱུ་དེར་སྐྲག”,0.909955,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
"J'avais horreur de tout ce qui pouvait paraître soupçon, je répondis donc à Marguerite que je n'avais pas besoin de savoir ce qu'elle écrivait, et cependant, j'en avais la certitude, cette lettre m'eût appris la véritable cause de ses tristesses.",ངས་ཁོ་མོར་དོགས་པ་བྱེད་ཀྱིན་འདུག་སྙམ་པའི་ཚོར་བ་ཞིག་སྟེར་སྲིད་པའི་འཇིགས་སྣང་གིས་འཕྲིན་ཡིག་ནང་དུ་ཅི་ཞིག་བྲིས་པ་ངས་ཤེས་མི་དགོས་ཞེས་བཤད་པ་ཡིན། འོན་ཀྱང་འཕྲིན་ཡིག་དེ་ཁོ་མོའི་སྐྱོ་གདུང་གི་འབྱུང་རྐྱེན་ངོ་མ་ཡིན་པ་ངས་རྒྱུས་མངའ་ལོན།,0.48125,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
—Elle m'a montré votre lettre.,“ཁོ་མོས་ང་ལ་ཁྱོད་ཀྱི་འཕྲིན་ཡིག་བསྟན་སོང་།”,0.788889,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
—Quand vous l'aurais-je dit?,“ངས་ཁྱོད་ལ་ནམ་བཤད་དགོས།”,0.288,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
Prudence partit.,ཕུ་རུ་ཌེན་སི་ཕྱིན་སོང་།,0.9,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
—Ce qui ne vous a pas empêché d'aller vous coucher et de dormir bien tranquillement après le spectacle. Nous savons ce que sont ces grands amours-là.,“ཡིན་ནའང་དགོང་མོ་དེར་ལྟད་མོ་གྲོལ་བའི་རྗེས་སུ་ཁྱོད་གཉིད་ཐེབས་བཅག་སྟེ་བདེ་བར་ཉལ་མ་ཐུབ་པ་དེ་འདྲ་ནི་བྱུང་ཡོད་ཀྱི་མ་རེད། མི་དེའི་རིགས་ནི་ཅི་འདྲའི་དགའ་རོགས་འདང་ཅན་ཞིག་ཡིན་མིན་ང་ཚོས་ཤེས།”,0.372497,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
"—Vous avez perdu, lui dis-je?",ངས་མོ་ལ་“ཁྱོད་ཤོར་སོང་ང་།” ལབ་པ་ཡིན།,0.173077,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
"Je passais des journées entières aux pieds de ma maîtresse. Nous ouvrions les fenêtres qui donnaient sur le jardin, et regardant l'été s'abattre joyeusement dans les fleurs qu'il fait éclore et sous l'ombre des arbres, nous respirions à côté l'un de l'autre cette vie véritable que ni Marguerite ni moi n'avions comprise jusqu'alors.",ང་ལ་ཉིན་གང་པོར་རང་གི་ཟུར་མོའི་དྲུང་དུ་འདུག་པའི་དུས་ཚོད་ཐོབ། ང་ཚོས་ལྡུམ་རར་ཁ་གཏད་པའི་སྒེའུ་ཁུང་ཕྱེ། དབྱར་གྱི་དཔལ་ཡོན་རྒྱས་པའི་སྤྲོ་སྣང་རྣམས་མེ་ཏོག་གི་འདབ་མར་ཐིམ། ང་ཚོས་མེ་ཏོག་རབ་ཏུ་བཞད་པར་ལྟད་མོར་བལྟས། ཤིང་སྡོང་གི་གྲིབ་བསིལ་འོག་ཏུ་ངེད་གཉིས་མཉམ་དུ་གཤིབ། དུས་སྐབས་དེའི་རིང་ལ་མར་གྷར་རི་ཋིའམ། ངས་ཀྱང་སྔོན་ཆད་རོལ་མྱོང་མེད་པའི་འཚོ་བ་ངོ་མ་ཞིག་གི་རོ་བཅུད་མྱངས།,0.691049,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
"—Eh bien, et le duc?",“གུང་དཔོན་ལ་ཅི་ཞིག་བྱའམ།”,0.516176,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
"—Il me semble qu'elle est bien changée, car je ne l'ai pas reconnue, dis-je avec une émotion que vous comprendrez tout à l'heure.",“ངས་བལྟས་ན་ཁོ་མོར་འགྱུར་ལྡོག་ཆེན་པོ་ཞིག་ཐེབས་འདུག ཁྱོད་ཀྱིས་དེ་ལྟར་མ་བཤད་ན་ངས་ཁོ་མོ་ངོ་ཤེས་མ་སོང་།” ཞེས་བཤད་པ་ཡིན། ངས་སྐད་ཆ་དེར་སེམས་ཚོར་དྲག་པོ་ཞིག་འདྲེས་ཡོད་པ་ཁྱོད་ཀྱིས་ཅུང་ཙམ་རྗེས་སུ་ཤེས་པར་འགྱུར།,0.408333,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
—Parce que j'ai déjà l'âge où l'on n'obéit plus à un ordre.,“ཅིའི་ཕྱིར་ཞེ་ན་ང་ནི་བཀོད་པར་མཉན་མི་དགོས་པའི་ལོ་ཚད་དེར་སོན་ཡོད།”,0.416327,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
—Est-ce qu'elle vous ennuie?,ང་རང་ཁྱིམ་དུ་ལོག འགྲོཁྱོད་གཉིད་ཁུག་རྒྱུ་ཡིན་ནམ། ཁྱོད་ཀྱིས་ང་ལ་སྒྲུང་འདིའི་འཕྲོ་རྣམས་ཉི་མ་གཞན་ཞིག་ལ་བཤད་ན་མི་ཆོག་གམ་”ཞེས་དྲིས། “ཁྱོད་སུན་པ་མིན་ནམ།”,0.228571,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
—Qu'elle vienne.,“ཁོ་མོ་ཡོང་དུ་ཆུགས།”,0.20625,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
—Elle a été la maîtresse du vieux duc de...,“ཁོ་མོ་གུང་དཔོན་བགྲེས་སོང་ཌི་མིང་ཅན་གྱི་ཟུར་མོ་རེད་…།”,0.959848,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
"—C'est que, depuis que je vous ai vue, je ne sais comment ni pourquoi, vous avez pris une place dans ma vie; c'est que j'ai eu beau chasser votre image de ma pensée, elle y est toujours revenue; c'est qu'aujourd'hui, quand je vous ai rencontrée, après être resté deux ans sans vous voir, vous avez pris sur mon cœur et mon esprit un ascendant plus grand encore; c'est qu'enfin, maintenant que vous m'avez reçu, que je vous connais, que je sais tout ce qu'il y a d'étrange en vous, vous m'êtes devenue indispensable, et que je deviendrai fou, non pas seulement si vous ne m'aimez pas, mais si vous ne me laissez pas vous aimer.",ཞེས་དྲིས།,0.266108,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
—Pourquoi?,“ཅིའི་ཕྱིར།”,1.24545,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
"Voilà ce que je me disais au milieu de mes insomnies, tandis que, si j'avais réfléchi aussi froidement que je l'affectais, j'aurais vu dans cette nouvelle existence bruyante de Marguerite l'espérance pour elle de faire taire une pensée continue, un souvenir incessant.",ང་གཉིད་ཐེབས་ཆག་པའི་མཚན་མོ་དེ་ཚོར་ངས་རང་གིས་རང་ལ་དེ་ལྟར་བཤད། གལ་སྲིད་ངས་བཅོས་རྫུན་མ་བྱས་པར་བློ་སེམས་རྣལ་ལ་ཕབ་ནས་བསམ་ཞིབ་བྱ་ཐུབ་ཡོད་ཚེ། མར་གྷར་རི་ཋིའི་འདུ་འཛི་ཆེ་བའི་འཚོ་བ་གསར་པ་ཞིག་རོལ་བ་ནི་འཁྲེན་སེམས་འགོག་ཐབས་དང་ཡིད་ལ་མཚམས་ཚིགས་མེད་པར་དྲན་པའི་ཞེན་ཆགས་ཤིག་བརྗེད་ཐབས་བྱེད་ཀྱི་ཡོད་པ་ར་འཕྲོད།,0.469737,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
"Au tournant de la rue Royale, je la vis passer dans sa voiture; la rencontre fut si brusque que je pâlis. J'ignore si elle vit mon émotion; moi, j'étais si troublé que je ne vis que sa voiture.",ཁོ་མོ་ཕོ་བྲང་སྲང་ལམ་གྱི་ཟུར་གདོང་དུ་ཤིང་རྟ་འཁོར་ལོའི་ནང་དུ་འགྲོ་ཡི་ཡོད་པ་ང་ལ་ཐུག ང་ཚོ་གློ་བུར་དུ་ཐུག་པས་ངའི་ངོ་མདོག་སྐྱ་བོར་གྱུར། ངའི་ངོ་མདོག་འགྱུར་བ་ཁོ་མོས་རིག་ཡོད་མེད་ངས་མི་ཤེས། ང་ནི་བློ་སེམས་ཤིན་ཏུ་འཁྲུགས་ཏེ་ཁོ་མོའི་ཤིང་རྟ་འཁོར་ལོ་མ་གཏོགས་གཞན་པ་ཅི་ཡང་མ་མཐོང་།,0.497452,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
—Pas le moins du monde; ce n'est pas pour vous que je dis cela. Je veux au contraire que vous restiez.,“དེ་འདྲའི་ལུགས་སྲོལ་ཞིག་གང་དུ་ཡོད། ངས་མ་འགྲོ་ཟེར་དོན་ཁྱོད་ཀྱི་ཆེད་དུ་མིན། དེ་ལས་ལྡོག་སྟེ་ཁྱོད་བསྡད་ན་ང་དགའ་ས་རེད་ལབ་པ་ཡིན།”,0.511807,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
